ufn,spp,date,site.id,survey.id,seine.id,weight,length.lab,length.field,licing.protocol,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments
U1691,SO,16/06/09,J02,JE264,JN364,10.9,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1692,SO,16/06/09,J02,JE264,JN364,14.1,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1693,SO,16/06/09,J02,JE264,JN364,15.4,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U1701,SO,16/06/09,J02,JE264,JN364,10.1,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1702,SO,16/06/09,J02,JE264,JN364,10.2,89,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2978,CU,16/06/14,D09,DE322,DN422,9.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2979,CU,16/06/14,D09,DE322,DN422,8.5,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3325,CU,16/06/14,D09,DE322,DN422,13.1,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3326,CU,16/06/14,D09,DE322,DN422,10.1,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3327,CU,16/06/14,D09,DE322,DN422,8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3328,CU,16/06/14,D09,DE322,DN422,10.2,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3329,CU,16/06/14,D09,DE322,DN422,9.6,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3501,CU,16/06/14,D09,DE322,DN422,10.7,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3502,CU,16/06/14,D09,DE322,DN422,13,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA
U3503,CU,16/06/14,D09,DE322,DN422,8.5,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3762,PI,16/06/14,D09,DE322,DN422,11.4,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3763,PI,16/06/14,D09,DE322,DN422,11.9,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3764,PI,16/06/14,D09,DE322,DN422,7.7,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3765,PI,16/06/14,D09,DE322,DN422,10.1,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3766,PI,16/06/14,D09,DE322,DN422,7.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,0,NA
U3767,PI,16/06/14,D09,DE322,DN422,7.9,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3768,PI,16/06/14,D09,DE322,DN422,10.6,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA
U3769,PI,16/06/14,D09,DE322,DN422,9.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,NA
U3770,PI,16/06/14,D09,DE322,DN422,9.6,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3771,PI,16/06/14,D09,DE322,DN422,8.9,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U1791,SO,16/06/14,D09,DE322,DN422,9,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1792,SO,16/06/14,D09,DE322,DN422,11,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1793,SO,16/06/14,D09,DE322,DN422,10.2,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1794,SO,16/06/14,D09,DE322,DN422,10.9,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1795,SO,16/06/14,D09,DE322,DN422,11.6,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1796,SO,16/06/14,D09,DE322,DN422,10.7,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1797,SO,16/06/14,D09,DE322,DN422,11.4,115,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1798,SO,16/06/14,D09,DE322,DN422,10.1,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,0,0,0,0,0,0,NA
U1799,SO,16/06/14,D09,DE322,DN422,7.6,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1800,SO,16/06/14,D09,DE322,DN422,10.5,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4177,SO,16/06/14,D09,DE322,DN422,8.9,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U4292,SO,16/06/14,D09,DE322,DN422,9.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U4293,SO,16/06/14,D09,DE322,DN422,8.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4294,SO,16/06/14,D09,DE322,DN422,9.8,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4295,SO,16/06/14,D09,DE322,DN422,9,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4296,SO,16/06/14,D09,DE322,DN422,7.8,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4302,SO,16/06/14,D09,DE322,DN422,8.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4303,SO,16/06/14,D09,DE322,DN422,8.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4304,SO,16/06/14,D09,DE322,DN422,10.3,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4305,SO,16/06/14,D09,DE322,DN422,10,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3330,CU,16/06/14,D22,DE320,DN420,11.8,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3331,CU,16/06/14,D22,DE320,DN420,14.5,116,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3332,CU,16/06/14,D22,DE320,DN420,8,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3333,CU,16/06/14,D22,DE320,DN420,10.4,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3334,CU,16/06/14,D22,DE320,DN420,12.9,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3335,CU,16/06/14,D22,DE320,DN420,12.4,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3504,CU,16/06/14,D22,DE320,DN420,12.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3505,CU,16/06/14,D22,DE320,DN420,7.3,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3506,CU,16/06/14,D22,DE320,DN420,13.2,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3507,CU,16/06/14,D22,DE320,DN420,12.8,115,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3824,PI,16/06/14,D22,DE320,DN420,12.7,114,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U3825,PI,16/06/14,D22,DE320,DN420,8.6,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3826,PI,16/06/14,D22,DE320,DN420,10.3,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3827,PI,16/06/14,D22,DE320,DN420,11,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3828,PI,16/06/14,D22,DE320,DN420,14.2,118,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3829,PI,16/06/14,D22,DE320,DN420,10.4,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3830,PI,16/06/14,D22,DE320,DN420,10.8,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3831,PI,16/06/14,D22,DE320,DN420,10.7,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3832,PI,16/06/14,D22,DE320,DN420,12.2,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3833,PI,16/06/14,D22,DE320,DN420,11.7,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1694,SO,16/06/14,D22,DE320,DN420,12.4,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1703,SO,16/06/14,D22,DE320,DN420,14.9,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1704,SO,16/06/14,D22,DE320,DN420,12.5,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1705,SO,16/06/14,D22,DE320,DN420,18.1,120,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1706,SO,16/06/14,D22,DE320,DN420,16.4,118,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1707,SO,16/06/14,D22,DE320,DN420,12.2,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1708,SO,16/06/14,D22,DE320,DN420,11.4,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1709,SO,16/06/14,D22,DE320,DN420,8.6,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1710,SO,16/06/14,D22,DE320,DN420,11.5,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1711,SO,16/06/14,D22,DE320,DN420,12.8,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4196,SO,16/06/14,D22,DE320,DN420,17.6,121,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4197,SO,16/06/14,D22,DE320,DN420,10.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA
U4198,SO,16/06/14,D22,DE320,DN420,9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4199,SO,16/06/14,D22,DE320,DN420,18.4,124,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4200,SO,16/06/14,D22,DE320,DN420,16.3,121,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4222,SO,16/06/14,D22,DE320,DN420,16.4,124,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA
U4223,SO,16/06/14,D22,DE320,DN420,9.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4224,SO,16/06/14,D22,DE320,DN420,9.2,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4314,SO,16/06/14,D22,DE320,DN420,8.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,2,0,3,2,0,0,0,0,0,0,NA
U4315,SO,16/06/14,D22,DE320,DN420,11.1,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA
U4316,SO,16/06/14,D22,DE320,DN420,12.9,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA
U4317,SO,16/06/14,D22,DE320,DN420,11.3,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4344,SO,16/06/14,D22,DE320,DN420,9.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4345,SO,16/06/14,D22,DE320,DN420,12.8,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4393,SO,16/06/14,D22,DE320,DN420,9.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4394,SO,16/06/14,D22,DE320,DN420,10.2,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U4417,SO,16/06/14,D22,DE320,DN420,9.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4418,SO,16/06/14,D22,DE320,DN420,14.5,115,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4419,SO,16/06/14,D22,DE320,DN420,10.3,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U4420,SO,16/06/14,D22,DE320,DN420,11.7,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3734,CU,16/06/18,J03,JE276,JN376,14.9,116,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3735,CU,16/06/18,J03,JE276,JN376,9.8,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3736,CU,16/06/18,J03,JE276,JN376,11.8,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3737,CU,16/06/18,J03,JE276,JN376,11.9,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3738,CU,16/06/18,J03,JE276,JN376,14.9,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U4032,CU,16/06/18,J03,JE276,JN376,12.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4033,CU,16/06/18,J03,JE276,JN376,14.4,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA
U4034,CU,16/06/18,J03,JE276,JN376,14.3,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4035,CU,16/06/18,J03,JE276,JN376,15.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4040,CU,16/06/18,J03,JE276,JN376,10.6,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3906,PI,16/06/18,J03,JE276,JN376,13.2,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3907,PI,16/06/18,J03,JE276,JN376,8.9,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U4909,PI,16/06/18,J03,JE276,JN376,11.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U4910,PI,16/06/18,J03,JE276,JN376,11.4,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4911,PI,16/06/18,J03,JE276,JN376,10.6,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4912,PI,16/06/18,J03,JE276,JN376,9.5,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U4913,PI,16/06/18,J03,JE276,JN376,11.4,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA
U4914,PI,16/06/18,J03,JE276,JN376,11.3,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4915,PI,16/06/18,J03,JE276,JN376,12.8,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4916,PI,16/06/18,J03,JE276,JN376,9.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U2215,SO,16/06/18,J03,JE276,JN376,11.6,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2216,SO,16/06/18,J03,JE276,JN376,13.5,114,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2217,SO,16/06/18,J03,JE276,JN376,13.6,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2218,SO,16/06/18,J03,JE276,JN376,9.7,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2219,SO,16/06/18,J03,JE276,JN376,12.7,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2220,SO,16/06/18,J03,JE276,JN376,12.4,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3693,CU,16/06/18,J09,JE274,JN374,13.2,114,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3694,CU,16/06/18,J09,JE274,JN374,12.4,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3695,CU,16/06/18,J09,JE274,JN374,12.7,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3696,CU,16/06/18,J09,JE274,JN374,12.7,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3697,CU,16/06/18,J09,JE274,JN374,9.2,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3698,CU,16/06/18,J09,JE274,JN374,8.8,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3699,CU,16/06/18,J09,JE274,JN374,9.1,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3700,CU,16/06/18,J09,JE274,JN374,10.3,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3701,CU,16/06/18,J09,JE274,JN374,11.8,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U3702,CU,16/06/18,J09,JE274,JN374,9.5,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2551,PI,16/06/18,J09,JE274,JN374,12.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2552,PI,16/06/18,J09,JE274,JN374,10.2,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3286,PI,16/06/18,J09,JE274,JN374,14.5,118,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3287,PI,16/06/18,J09,JE274,JN374,10.9,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3288,PI,16/06/18,J09,JE274,JN374,7.7,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,NA
U3289,PI,16/06/18,J09,JE274,JN374,11.4,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U3290,PI,16/06/18,J09,JE274,JN374,12.6,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3291,PI,16/06/18,J09,JE274,JN374,10.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3292,PI,16/06/18,J09,JE274,JN374,10.3,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3293,PI,16/06/18,J09,JE274,JN374,14.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1721,SO,16/06/18,J09,JE274,JN374,7.4,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1722,SO,16/06/18,J09,JE274,JN374,8.6,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U1723,SO,16/06/18,J09,JE274,JN374,7.9,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA
U1724,SO,16/06/18,J09,JE274,JN374,8.7,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U1725,SO,16/06/18,J09,JE274,JN374,9.2,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1726,SO,16/06/18,J09,JE274,JN374,10.8,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1727,SO,16/06/18,J09,JE274,JN374,10.2,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA
U1728,SO,16/06/18,J09,JE274,JN374,11.1,117,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U1729,SO,16/06/18,J09,JE274,JN374,11,115,NA,lab_motiles,NA,NA,NA,NA,NA,NA,2,1,1,0,4,0,0,0,0,0,0,0,NA
U1730,SO,16/06/18,J09,JE274,JN374,10.9,111,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,2,0,3,0,0,0,0,0,0,0,NA
U4178,SO,16/06/18,J09,JE274,JN374,7.9,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4179,SO,16/06/18,J09,JE274,JN374,9,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4180,SO,16/06/18,J09,JE274,JN374,7.4,86,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4181,SO,16/06/18,J09,JE274,JN374,6.6,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4182,SO,16/06/18,J09,JE274,JN374,11.3,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4183,SO,16/06/18,J09,JE274,JN374,8.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4184,SO,16/06/18,J09,JE274,JN374,9.7,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U4306,SO,16/06/18,J09,JE274,JN374,7.8,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4307,SO,16/06/18,J09,JE274,JN374,6.8,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,3,0,0,3,1,0,0,0,0,0,0,NA
U4308,SO,16/06/18,J09,JE274,JN374,6.6,91,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,2,0,0,3,1,0,1,0,0,0,0,NA
U2952,CU,16/06/21,D09,DE329,DN430,11.9,108,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
