ufn,spp,date,site.id,survey.id,seine.id,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments,licing.protocol,weight,length.lab,length.field
U834,SO,2015-06-05,D09,DE162,DN262,3,2,NA,7,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.2,116,NA
U824,SO,2015-06-05,D09,DE162,DN262,1,0,NA,14,9,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,20.7,123,NA
U1000,SO,2015-06-05,D10,DE160,DN260,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,8.5,97,NA
U1014,SO,2015-06-05,D10,DE160,DN260,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14,,NA
U1007,SO,2015-06-05,D10,DE160,DN260,0,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.6,105,NA
U947,SO,2015-06-05,D10,DE160,DN260,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14.3,118,NA
U1021,SO,2015-06-05,D10,DE160,DN260,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14.1,121,NA
U948,SO,2015-06-05,D10,DE160,DN260,2,0,NA,4,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14.4,123,NA
U1005,SO,2015-06-05,D10,DE160,DN260,0,0,NA,2,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,13.3,105,NA
U1006,SO,2015-06-05,D10,DE160,DN260,0,0,NA,1,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.1,101,NA
U1013,SO,2015-06-05,D10,DE160,DN260,1,0,NA,8,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,22.3,120,NA
U999,SO,2015-06-05,D10,DE160,DN260,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.6,100,NA
U949,SO,2015-06-05,D10,DE160,DN260,0,0,NA,4,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.2,104,NA
U854,SO,2015-06-06,J07,JE152,JN252,1,0,NA,2,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,13.3,113,NA
U855,SO,2015-06-06,J07,JE152,JN252,2,0,NA,7,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,13.1,115,NA
U878,SO,2015-06-06,J07,JE152,JN252,1,0,NA,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,11.4,103,NA
U879,SO,2015-06-06,J07,JE152,JN252,0,0,NA,2,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12,101,NA
U916,SO,2015-06-06,J07,JE152,JN252,0,0,NA,7,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.1,108,NA
U917,SO,2015-06-06,J07,JE152,JN252,1,0,NA,7,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14.9,113,NA
U931,SO,2015-06-06,J07,JE152,JN252,0,0,NA,3,0,NA,0,0,4,0,4,1,0,0,0,0,0,0,NA,lab_finescale,14.6,121,NA
U932,SO,2015-06-06,J07,JE152,JN252,1,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19.2,132,NA
U933,SO,2015-06-06,J07,JE152,JN252,0,0,NA,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,17,118,NA
U934,SO,2015-06-06,J07,JE152,JN252,1,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,19.8,117,NA
U935,SO,2015-06-06,J07,JE152,JN252,0,0,NA,6,3,NA,1,0,1,0,2,0,0,0,0,0,0,0,NA,lab_finescale,17.9,119,NA
U857,SO,2015-06-07,J05,JE155,JN255,0,0,NA,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.1,111,NA
U926,SO,2015-06-07,J05,JE155,JN255,0,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.5,111,NA
U860,SO,2015-06-07,J05,JE155,JN255,0,0,NA,3,5,NA,1,0,1,0,2,0,0,0,0,0,0,0,NA,lab_finescale,16.7,119,NA
U927,SO,2015-06-07,J05,JE155,JN255,0,0,NA,6,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.6,104,NA
U925,SO,2015-06-07,J05,JE155,JN255,0,0,NA,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,14.9,106,NA
U859,SO,2015-06-07,J05,JE155,JN255,0,0,NA,4,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,12.5,103,NA
U924,SO,2015-06-07,J05,JE155,JN255,1,0,NA,2,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.1,111,NA
U928,SO,2015-06-07,J05,JE155,JN255,0,0,NA,0,4,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,12.1,109,NA
U961,SO,2015-06-07,J05,JE155,JN255,2,0,NA,8,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.3,113,NA
U858,SO,2015-06-07,J05,JE155,JN255,0,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,17.8,120,NA
U939,SO,2015-06-07,J05,JE155,JN255,1,0,NA,6,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.2,116,NA
U956,SO,2015-06-07,J06,JE154,JN254,1,1,NA,9,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13,98,NA
U969,SO,2015-06-07,J06,JE154,JN254,1,0,NA,4,2,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,13,105,NA
U982,SO,2015-06-07,J06,JE154,JN254,3,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.6,115,NA
U944,SO,2015-06-07,J06,JE154,JN254,2,0,NA,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.6,111,NA
U945,SO,2015-06-07,J06,JE154,JN254,1,0,NA,10,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.8,123,NA
U957,SO,2015-06-07,J06,JE154,JN254,1,0,NA,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.8,123,NA
U983,SO,2015-06-07,J06,JE154,JN254,0,0,NA,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,10.6,105,NA
U970,SO,2015-06-07,J06,JE154,JN254,0,0,NA,10,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,10.2,107,NA
U984,SO,2015-06-07,J06,JE154,JN254,0,0,NA,9,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,12,111,NA
U991,SO,2015-06-07,J06,JE154,JN254,1,0,NA,27,12,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.3,113,NA
U2032,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,17.9,123,NA
U2919,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.4,NA,NA
U2934,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,8.2,NA,NA
U3008,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.1,NA,NA
U3026,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.8,NA,NA
U4156,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.4,99,NA
U4157,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,8.2,93,NA
U4158,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,7.8,89,NA
U4970,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,2,0,NA,lab_motiles,9.6,NA,NA
U4971,CU,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.2,91,NA
U2513,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,9.1,92,NA
U2525,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,NA,lab_motiles,10.2,100,NA
U2530,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,0,NA,lab_motiles,9.7,98,NA
U2861,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,NA,lab_motiles,9,NA,NA
U2862,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.5,103,NA
U2863,PI,2015-06-07,D07,DE169,DN269,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,8.9,NA,NA
U826,SO,2015-06-07,D07,DE169,DN269,0,0,NA,3,3,NA,0,2,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale,12.8,105,NA
U849,SO,2015-06-07,D07,DE169,DN269,0,0,NA,2,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,8.7,90,NA
U861,SO,2015-06-07,D07,DE169,DN269,1,0,NA,7,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.6,100,NA
U840,SO,2015-06-07,D07,DE169,DN269,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,lab_finescale,11.6,94,NA
U846,SO,2015-06-07,D07,DE169,DN269,1,0,NA,3,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,7.8,90,NA
U850,SO,2015-06-07,D07,DE169,DN269,0,0,NA,6,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,7.9,84,NA
U847,SO,2015-06-07,D07,DE169,DN269,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,10.7,99,NA
U864,SO,2015-06-07,D07,DE169,DN269,0,0,NA,10,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.9,105,NA
U844,SO,2015-06-07,D07,DE169,DN269,2,0,NA,10,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,6.5,84,NA
U845,SO,2015-06-07,D07,DE169,DN269,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.7,94,NA
U1289,SO,2015-06-07,J08,JE157,JN257,0,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.2,101,NA
U1290,SO,2015-06-07,J08,JE157,JN257,0,0,NA,8,6,NA,0,0,0,0,0,1,0,0,0,0,0,0,Cal C4 UNID missing posterior end,lab_finescale,10.9,95,NA
U1293,SO,2015-06-07,J08,JE157,JN257,1,0,NA,7,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.5,119,NA
U1304,SO,2015-06-07,J08,JE157,JN257,2,0,NA,9,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.6,116,NA
U1305,SO,2015-06-07,J08,JE157,JN257,0,0,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,10.7,109,NA
U1306,SO,2015-06-07,J08,JE157,JN257,2,0,NA,4,5,NA,0,1,0,0,1,0,0,0,0,1,0,0,NA,lab_finescale,12.2,110,NA
U1314,SO,2015-06-07,J08,JE157,JN257,0,0,NA,5,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,8.8,94,NA
U1321,SO,2015-06-07,J08,JE157,JN257,2,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.7,118,NA
U1322,SO,2015-06-07,J08,JE157,JN257,0,0,NA,4,4,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_finescale,8.2,98,NA
U1323,SO,2015-06-07,J08,JE157,JN257,0,0,NA,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,13,113,NA
U2661,CU,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.2,NA,NA
U2663,CU,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.1,NA,NA
U2664,CU,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,21.8,132,NA
U2665,CU,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.6,121,NA
U2918,CU,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.7,124,NA
U2932,CU,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.2,125,NA
U3027,CU,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,14.3,117,NA
U3028,CU,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles,20.3,128,NA
U3029,CU,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,17.7,123,NA
U3141,CU,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.4,118,NA
U2531,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.7,124,NA
U2532,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles,16.5,122,NA
U2533,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,0,1,2,1,0,0,0,0,0,0,NA,lab_motiles,18.9,129,NA
U2864,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,22.6,132,NA
U2865,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.6,111,NA
U2866,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.7,124,NA
U2867,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.3,126,NA
U2868,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,1,0,2,0,0,0,0,0,0,0,NA,lab_motiles,18.8,124,NA
U2869,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,11.3,NA,NA
U2870,PI,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,1,1,0,2,0,0,0,0,0,0,0,NA,lab_motiles,17.4,123,NA
U3207,PI,2015-06-07,D09,DE168,DN268,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,NA,lab_motiles,16.2,121,NA
U4710,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,3,0,0,1,4,0,0,0,0,0,0,0,NA,lab_motiles,12.8,113,NA
U4711,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,16.3,123,NA
U4712,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,13.8,116,NA
U4713,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,14.3,120,NA
U4720,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA,lab_motiles,12.2,109,NA
U4721,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,11.6,108,NA
U4722,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.7,105,NA
U4723,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,13.7,112,NA
U4756,SO,2015-06-07,J09,JE159,JN259,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11,110,NA
U1044,SO,2015-06-07,J09,JE159,JN259,2,1,NA,5,3,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,15.1,111,NA
U985,SO,2015-06-07,D09,DE168,DN268,0,0,NA,5,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.9,116,NA
U986,SO,2015-06-07,D09,DE168,DN268,1,0,NA,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,18.5,116,NA
U995,SO,2015-06-07,D09,DE168,DN268,0,0,NA,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,15.5,110,NA
U1023,SO,2015-06-07,J09,JE159,JN259,1,0,NA,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.8,106,NA
U1024,SO,2015-06-07,J09,JE159,JN259,0,0,NA,2,4,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,14.8,110,NA
U1025,SO,2015-06-07,J09,JE159,JN259,1,0,NA,4,3,NA,3,0,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale,13.2,110,NA
U1026,SO,2015-06-07,J09,JE159,JN259,2,0,NA,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11,102,NA
U1018,SO,2015-06-07,J09,JE159,JN259,0,0,NA,8,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,10,102,NA
U1019,SO,2015-06-07,J09,JE159,JN259,0,0,NA,3,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.1,96,NA
U1020,SO,2015-06-07,J09,JE159,JN259,0,1,NA,12,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.8,121,NA
U946,SO,2015-06-07,D09,DE168,DN268,1,0,NA,5,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,14.9,122,NA
U959,SO,2015-06-07,D09,DE168,DN268,1,0,NA,3,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.7,114,NA
U987,SO,2015-06-07,D09,DE168,DN268,1,0,NA,10,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,18.9,120,NA
U988,SO,2015-06-07,D09,DE168,DN268,1,0,NA,4,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.6,114,NA
U1027,SO,2015-06-07,J09,JE159,JN259,2,0,NA,5,5,NA,4,1,0,0,5,3,0,0,0,0,0,0,NA,lab_finescale,14.3,116,NA
U1042,SO,2015-06-07,J09,JE159,JN259,2,0,NA,3,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,12.1,106,NA
U1043,SO,2015-06-07,J09,JE159,JN259,1,0,NA,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.8,100,NA
U992,SO,2015-06-07,D09,DE168,DN268,0,0,NA,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,16.9,116,NA
U994,SO,2015-06-07,D09,DE168,DN268,3,0,NA,5,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.9,117,NA
U993,SO,2015-06-07,D09,DE168,DN268,1,0,NA,8,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale,15.7,111,NA
U960,SO,2015-06-07,D09,DE168,DN268,1,0,NA,9,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,18.4,117,NA
U958,SO,2015-06-07,D09,DE168,DN268,0,0,NA,7,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,lab_finescale,15.9,114,NA
U1312,SO,2015-06-08,J01,JE162,JN262,1,0,NA,7,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,12.5,103,NA
U1303,SO,2015-06-08,J01,JE162,JN262,0,0,NA,3,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,15.3,108,NA
U1307,SO,2015-06-08,J01,JE162,JN262,1,1,NA,7,2,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale,13.2,110,NA
U1295,SO,2015-06-08,J01,JE162,JN262,0,1,NA,5,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale,12.8,106,NA
U1308,SO,2015-06-08,J01,JE162,JN262,0,0,NA,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,9.7,95,NA
U1294,SO,2015-06-08,J01,JE162,JN262,1,0,NA,6,3,NA,2,1,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale,15.5,112,NA
U1313,SO,2015-06-08,J01,JE162,JN262,0,0,NA,2,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,13.4,101,NA
U1326,SO,2015-06-08,J01,JE162,JN262,1,0,NA,7,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,Cal Mot UNID missing genital region,lab_finescale,13.1,103,NA
U1324,SO,2015-06-08,J01,JE162,JN262,1,0,NA,1,5,NA,1,0,0,0,1,0,0,0,0,0,0,0,Cal C4 UNID missing posterior end,lab_finescale,15.1,109,NA
U1325,SO,2015-06-08,J01,JE162,JN262,0,0,NA,14,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale,11.2,106,NA
U3745,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,13.4,113,NA
U3746,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.3,106,NA
U3747,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,21.3,126,NA
U4051,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,24.5,137,NA
U4052,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,25.8,142,NA
U4053,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,14,112,NA
U4054,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,15.4,113,NA
U4066,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,16.8,113,NA
U4067,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.5,105,NA
U4068,CU,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,18.7,124,NA
U4924,PI,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,NA,lab_motiles,14.3,113,NA
U4746,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.8,105,NA
U4747,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles,16.4,122,NA
U4748,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,10.4,104,NA
U4749,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,14.7,113,NA
U4850,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,14,113,NA
U4851,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,19.1,118,NA
U4852,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,11.1,NA,NA
U4853,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,12.6,112,NA
U4854,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,17,NA,NA
U4855,SO,2015-06-08,J03,JE161,JN261,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,15.3,115,NA
