seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_comments
JE123N2,JE123,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN226,JE126,1,targeted,85,06:55:00,50.4838,-126.01069,NA,NA,NA,Yes,30,40,0,0,10,200,1,1,6,10,NA,NA,1,SEMSP,NA
JN227,JE127,1,targeted,150,11:30:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"one net set, no fish caught"
JN228,JE128,2,targeted,45,06:30:00,50.50733,-126.24336,NA,NA,NA,Yes,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,NA
JE128N1,JE128,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN229,JE129,3,targeted,60,09:25:00,50.45679,-126.16458,NA,NA,NA,Yes,30,600,0,0,10,400,4,4,5,5,NA,NA,1,SEMSP,NA
JE129N1,JE129,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE129N2,JE129,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN231,JE131,1,targeted,5,15:05:00,50.48405,-126.3987,NA,NA,NA,Yes,30,1000,1,10,10,300,1,1,10,20,NA,NA,1,SEMSP,NA
JN232,JE132,1,targeted,90,06:45:00,50.52152,-126.40028,NA,NA,NA,Yes,30,100,0,0,10,200,0,0,3,3,NA,NA,1,SEMSP,NA
JN233,JE133,1,targeted,30,09:45:00,50.54605,-126.66218,NA,NA,NA,Yes,30,400,0,0,10,200,0,0,10,20,NA,NA,1,SEMSP,NA
JN234,JE134,1,targeted,15,12:30:00,50.53808,-126.77494,NA,NA,NA,Yes,30,400,0,0,10,100,1,1,0,0,NA,NA,1,SEMSP,NA
JN236,JE136,1,targeted,10,05:30:00,50.60051,-126.70319,NA,NA,NA,Yes,30,400,0,0,5,10,0,0,0,0,NA,NA,1,SEMSP,NA
JN237,JE137,1,targeted,110,07:40:00,50.57871,-126.72129,NA,NA,NA,Yes,25,25,1,1,10,300,5,5,1,1,NA,NA,1,SEMSP,NA
JN238,JE138,1,targeted,15,12:30:00,50.55853,-126.73145,NA,NA,NA,Yes,30,300,2,10,10,100,4,4,0,0,NA,NA,1,SEMSP,NA
JN239,JE139,1,targeted,25,05:20:00,50.50763,-126.24218,NA,NA,NA,Yes,30,200,0,0,10,600,3,5,0,0,NA,NA,1,SEMSP,NA
JN240,JE140,1,targeted,25,08:25:00,50.45649,-126.16619,NA,NA,NA,Yes,30,500,2,10,10,500,0,0,5,5,NA,NA,1,SEMSP,NA
JN241,JE141,1,targeted,20,11:00:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,snagged net on bottom- no fish. strong current dragged us into the shallows
JN242,JE142,1,targeted,75,06:15:00,50.48189,-126.01128,NA,NA,NA,Yes,30,100,0,0,10,100,0,0,3,3,NA,NA,1,SEMSP,NA
JN243,JE143,1,targeted,0,10:15:00,50.48072,-126.40915,NA,NA,NA,Yes,30,15000,0,0,10,2000,0,0,0,1,NA,NA,1,SEMSP,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish"
JN245,JE145,1,targeted,1,14:55:00,50.53944,-126.78254,NA,NA,NA,Yes,30,100,0,0,10,200,0,0,5,5,NA,NA,1,SEMSP,NA
JN246,JE146,1,targeted,30,06:30:00,50.52232,-126.39556,NA,NA,NA,Yes,30,300,0,0,10,500,0,0,2,2,NA,NA,1,SEMSP,"labeled CU5 is actually CU4; CU6 is CU5; CU7 is CU6; CU8 is CU7; CU9 is CU8, CU10 is CU9, CU4 is CU10"
JN247,JE147,1,targeted,50,10:00:00,50.54216,-126.63511,NA,NA,NA,Yes,30,200,7,7,10,300,0,0,10,15,NA,NA,1,SEMSP,31 Sockeye taken by accident. One possibly without label
JN248,JE148,3,targeted,50,13:40:00,50.5956,-126.69022,NA,NA,NA,Yes,30,300,1,1,10,300,6,6,0,0,NA,NA,1,SEMSP,"CO-03, CO-05, CO-06 did not have white-tipped anal fin. Probably a chinook, but no black gums. Not chum, pink or sockeye. Check species ID in lab."
JE148N1,JE148,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE148N2,JE148,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN249,JE149,1,targeted,5,05:25:00,50.55855,-126.73248,NA,NA,NA,Yes,30,300,0,0,10,200,1,1,0,0,NA,NA,1,SEMSP,NA
JN250,JE150,1,targeted,2,08:20:00,50.56784,-126.69728,NA,NA,NA,Yes,30,1000,3,3,10,400,3,3,2,2,NA,NA,1,SEMSP,NA
JN252,JE152,1,targeted,20,06:20:00,50.45987,-126.16961,NA,NA,NA,Yes,30,100,3,3,10,100,0,0,0,0,NA,NA,1,SEMSP,NA
JN253,JE153,1,targeted,10,08:25:00,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN254,JE154,1,targeted,5,05:05:00,50.47794,-126.02803,NA,NA,NA,Yes,30,100,0,0,10,200,4,4,2,2,NA,NA,1,SEMSP,"CO-03 might be a chinook, make sure to check ID in lab"
JN255,JE155,1,targeted,10,07:45:00,50.49983,-126.20581,NA,NA,NA,Yes,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,NA
JN257,JE157,2,targeted,1,11:00:00,50.47923,-126.41485,NA,NA,NA,Yes,30,200,3,3,10,4000,0,0,0,1,NA,NA,1,SEMSP,"Too many fish to say that there wer no other herring, coho, or pink. Definitely missed one herring that could not be found again in net."
JE157N1,JE157,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN259,JE159,1,targeted,1,14:35:00,50.539,-126.7781,NA,NA,NA,Yes,29,400,10,30,10,600,1,1,0,0,NA,NA,1,SEMSP,NA
JN260,JE160,1,targeted,20,06:05:00,50.52411,-126.39107,NA,NA,NA,Yes,30,300,2,2,10,300,1,1,2,3,NA,NA,1,SEMSP,"3 herring in the net, but only took 2 because one jumped out of  milk jug"
JN261,JE161,1,targeted,45,10:20:00,50.54418,-126.63202,NA,NA,NA,Yes,30,200,1,1,10,200,0,0,2,3,NA,NA,1,SEMSP,"3 herring in net, only took 2, one jumped out of net; all sockeye from this site were labeled 20150508 instead of 20150608, mistake caught after fish dewar- made note on group labels about this for both bundles of 15 sockeye for this site"
JN262,JE162,1,targeted,30,13:34:00,50.57687,-126.72184,NA,NA,NA,Yes,30,200,10,30,10,300,3,3,0,0,NA,NA,1,SEMSP,NA
JN263,JE163,1,targeted,45,07:00:00,50.59537,-126.69062,NA,NA,NA,Yes,30,200,0,0,10,200,7,7,2,2,NA,NA,1,SEMSP,NA
JN265,JE165,1,targeted,15,07:12:00,50.50008,-126.20937,NA,NA,NA,Yes,30,500,10,20,10,500,0,0,3,5,NA,NA,1,SEMSP,"5 herring in net, only took 3, 2 escaped when releasing sockeye, pink & chum"
JN266,JE166,1,targeted,1,11:45:00,50.45951,-126.16958,NA,NA,NA,Yes,30,2000,4,50,10,4000,0,0,10,60,NA,NA,1,SEMSP,"saw 1 coho in net, never saw it again with all the other fish; difficult to sort through school to find other pinks"
JN268,JE168,1,targeted,10,05:37:00,50.47959,-126.02629,NA,NA,NA,Yes,4,4,0,0,10,50,1,1,10,11,NA,NA,1,SEMSP,NA
JN271,JE171,2,targeted,0,11:50:00,50.53988,-126.78291,NA,NA,NA,Yes,30,1000,0,0,10,900,6,6,0,0,NA,NA,1,SEMSP,approx 50/1000 sockeye had lesions ; total aprox 2000; saw 3 or 4 lesioned chum (photos on marks phone - no yellow around mouth)
JE171N1,JE171,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN272,JE172,4,targeted,5,08:50:00,50.47679,-126.02843,NA,NA,NA,Yes,30,600,10,30,10,600,0,0,1,1,NA,NA,1,SEMSP,"one fish discarded because ID unsure.  Had both chum and sockeye characteristics.  Not pink, coho, or chinook."
JE172N1,JE172,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE172N2,JE172,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE172N3,JE172,3,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN273,JE173,1,targeted,3,11:20:00,50.45698,-126.16944,NA,NA,NA,Yes,30,1000,7,7,10,3000,0,0,10,20,NA,NA,1,SEMSP,NA
JN274,JE174,1,targeted,10,14:05:00,50.49881,-126.21349,NA,NA,NA,Yes,30,300,2,2,10,700,0,0,0,0,NA,NA,1,SEMSP,NA
JN275,JE175,1,targeted,5,05:20:00,50.52618,-126.38632,NA,NA,NA,Yes,7,7,0,0,10,1000,0,0,0,0,NA,NA,1,SEMSP,NA
JN276,JE176,2,targeted,0,07:50:00,50.48035,-126.41265,NA,NA,NA,Yes,30,100,10,60,10,1000,0,0,0,1,NA,NA,1,SEMSP,NA
JE176N1,JE176,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN277,JE177,2,targeted,4,11:30:00,50.54719,-126.67487,NA,NA,NA,Yes,30,100,0,0,10,500,0,0,0,0,NA,NA,1,SEMSP,"Number taken and total in set not recorded for herring, coho, and pink. Sean's fault for not checking. Make sure to record in lab later (or from group labels in -80"
JE177N1,JE177,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN278,JE178,1,targeted,5,14:00:00,50.55792,-126.73617,NA,NA,NA,Yes,30,300,10,40,10,500,1,1,6,6,NA,NA,1,SEMSP,NA
JN279,JE179,1,targeted,66,06:12:00,50.58185,-126.71983,NA,NA,NA,Yes,30,100,10,200,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JN280,JE180,2,targeted,30,08:30:00,50.59549,-126.69036,NA,NA,NA,Yes,6,6,10,200,10,400,2,3,1,1,NA,NA,1,SEMSP,NA
JE180N1,JE180,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN281,JE181,2,targeted,60,15:30:00,50.54327,-126.81252,NA,NA,NA,Yes,30,700,9,200,10,1500,8,8,10,20,NA,NA,1,SEMSP,NA
JE181N1,JE181,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN282,JE182,1,targeted,3,06:02:00,50.52491,-126.38617,NA,NA,NA,Yes,3,3,10,50,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JN283,JE183,1,targeted,0,07:51:00,50.47943,-126.41631,NA,NA,NA,Yes,30,35,4,4,10,100,0,0,2,2,NA,NA,1,SEMSP,NA
JN284,JE184,1,targeted,2,11:50:00,50.5463,-126.66727,NA,NA,NA,Yes,3,3,10,80,10,500,0,0,10,20,NA,NA,1,SEMSP,NA
JN285,JE185,1,targeted,3,05:35:00,50.47909,-126.02584,NA,NA,NA,Yes,20,20,2,2,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JN286,JE186,1,targeted,0,08:47:00,50.45747,-126.16879,NA,NA,NA,Yes,30,300,1,2,10,3000,0,1,0,0,NA,NA,1,SEMSP,"So many fish in net - unsure of true numbers for herring, coho, pink. Saw one pink & coho and never saw again."
JN287,JE187,1,targeted,10,11:15:00,50.49921,-126.20961,NA,NA,NA,Yes,17,17,10,20,10,300,0,0,0,0,NA,NA,1,SEMSP,NA
JN288,JE188,1,targeted,10,13:23:00,50.58086,-126.72272,NA,NA,NA,Yes,4,4,10,200,10,6000,0,0,4,10,NA,NA,1,SEMSP,Too many fish to sort through - lost herring in amongst other fish
JN289,JE189,2,targeted,1,06:35:00,50.54362,-126.81951,NA,NA,NA,Yes,30,200,10,50,10,1000,0,0,1,1,NA,NA,1,SEMSP,NA
JE189N1,JE189,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN290,JE190,1,targeted,1,09:51:00,50.55814,-126.73386,NA,NA,NA,Yes,30,200,10,20,10,400,0,0,8,8,NA,NA,1,SEMSP,NA
JN291,JE191,1,targeted,1,14:19:00,50.60263,-126.70188,NA,NA,NA,Yes,30,50,10,100,10,200,1,1,6,6,NA,NA,1,SEMSP,NA
JN292,JE192,1,targeted,2,06:20:00,50.5194,-126.40831,NA,NA,NA,Yes,30,30,10,200,10,300,0,0,4,4,NA,NA,1,SEMSP,NA
JN293,JE193,1,targeted,0,09:21:00,50.48001,-126.41469,NA,NA,NA,Yes,5,5,10,100,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JN295,JE195,1,targeted,4,15:30:00,50.45804,-126.16997,NA,NA,NA,Yes,24,24,10,50,10,250,0,0,0,0,NA,NA,1,SEMSP,NA
JN296,JE196,1,targeted,0,05:55:00,50.4763,-126.02838,NA,NA,NA,Yes,30,1200,9,20,10,1500,1,1,10,80,NA,NA,1,SEMSP,NA
JN297,JE197,1,targeted,0,09:07:00,50.49608,-126.21645,NA,NA,NA,Yes,30,200,1,1,10,200,0,0,2,2,NA,NA,1,SEMSP,NA
JN298,JE198,2,targeted,5,13:02:00,50.55821,-126.73327,NA,NA,NA,Yes,30,100,8,8,10,600,0,0,1,1,NA,NA,1,SEMSP,NA
JE198N1,JE198,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN299,JE199,2,targeted,0,06:20:00,50.54774,-126.67774,NA,NA,NA,Yes,30,50,10,20,10,300,1,1,5,5,NA,NA,1,SEMSP,NA
JE199N1,JE199,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN300,JE200,1,targeted,5,09:36:00,50.58209,-126.71978,NA,NA,NA,Yes,18,18,2,2,10,200,0,0,0,0,NA,NA,1,SEMSP,NA
JN301,JE201,3,targeted,10,12:30:00,50.60237,-126.70219,NA,NA,NA,Yes,18,18,10,10,10,70,0,0,0,0,NA,NA,1,SEMSP,NA
JE201N1,JE201,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE201N2,JE201,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN302,JE202,1,targeted,0,15:45:00,50.54414,-126.81843,NA,NA,NA,Yes,30,500,10,300,10,300,2,2,10,30,NA,NA,1,SEMSP,NA
JN303,JE203,1,targeted,2,05:30:00,50.47705,-126.02871,NA,NA,NA,Yes,8,8,10,20,10,200,1,1,10,70,NA,NA,1,SEMSP,NA
JN304,JE204,2,targeted,0,08:05:00,50.45524,-126.11718,NA,NA,NA,Yes,29,37,4,4,10,13,0,0,0,0,NA,NA,1,SEMSP,NA
JE204N1,JE204,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN305,JE205,1,targeted,3,10:20:00,50.49837,-126.21404,NA,NA,NA,Yes,30,60,10,20,10,400,0,0,1,1,NA,NA,1,SEMSP,NA
JN306,JE206,2,targeted,5,13:55:00,50.4787,-126.41567,NA,NA,NA,Yes,19,19,10,100,10,300,0,0,10,300,NA,NA,1,SEMSP,NA
JE206N1,JE206,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN307,JE207,2,targeted,0,07:00:00,50.55961,-126.7542,NA,NA,NA,Yes,10,10,10,115,10,115,4,4,0,0,NA,NA,1,SEMSP,NA
JE207N1,JE207,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN308,JE208,2,targeted,0,11:15:00,50.58165,-126.71952,NA,NA,NA,Yes,10,10,10,100,10,400,0,0,2,2,NA,NA,1,SEMSP,NA
JE208N1,JE208,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN309,JE209,1,targeted,0,15:00:00,50.5438,-126.81988,NA,NA,NA,Yes,30,100,10,800,10,1200,0,0,10,10,NA,NA,1,SEMSP,NA
JN310,JE210,2,targeted,0,06:05:00,50.60255,-126.70201,NA,NA,NA,Yes,0,0,10,300,10,200,10,20,5,5,NA,NA,1,SEMSP,NA
JE210N1,JE210,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN311,JE211,1,targeted,5,10:50:00,50.54277,-126.64149,NA,NA,NA,Yes,0,0,10,100,10,100,1,1,10,15,NA,NA,1,SEMSP,NA
JN312,JE212,1,targeted,1,05:45:00,50.47895,-126.41667,NA,NA,NA,Yes,0,0,10,100,10,100,0,0,2,2,NA,NA,1,SEMSP,NA
JN313,JE213,1,targeted,2,08:40:00,50.45942,-126.16916,NA,NA,NA,Yes,30,400,10,100,10,500,0,0,5,6,NA,NA,1,SEMSP,One herring was accidentally released.
JN316,JE216,1,targeted,3,06:50:00,50.55809,-126.73246,NA,NA,NA,Yes,4,3,10,20,10,400,0,0,2,2,NA,NA,1,SEMSP,NA
JN317,JE217,1,targeted,1,08:40:00,50.54703,-126.67197,NA,NA,NA,Yes,3,3,10,60,8,8,0,0,5,5,NA,NA,1,SEMSP,NA
JN318,JE218,1,targeted,1,13:00:00,50.54329,-126.8169,NA,NA,NA,Yes,30,40,10,200,10,100,3,10,10,20,NA,NA,1,SEMSP,"Most sockeye in set small, likely Nimpkish or other local stock."
JN319,JE219,1,targeted,40,07:30:00,NA,NA,NA,NA,NA,No,0,0,0,300,0,300,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 300, HE = 0, CO = 0, PI = 300"
JN320,JE220,1,targeted,20,09:18:00,NA,NA,NA,NA,NA,No,0,0,0,100,0,100,0,5,0,20,0,10,NA,SEMSP,"SO = 0, CU = 100, HE = 20, CO = 5, PI = 100, chinook = 10"
JN321,JE221,1,targeted,4,05:54:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,40,0,10,0,0,0,2,NA,SEMSP,"SO = 0, CU = 40, HE = 0, CO = 10, PI = 0, chinook = 2"
JN324,JE224,1,targeted,20,09:10:00,NA,NA,NA,NA,NA,No,0,0,0,10,0,300,0,5,0,1,0,0,NA,SEMSP,"SO = 0, CU = 300, HE = 1, CO = 5, PI = 10"
JN325,JE225,1,targeted,30,10:30:00,NA,NA,NA,NA,NA,Yes,30,30,10,300,,10,1,1,0,0,NA,NA,1,SEMSP,"28 or 29 of sockeye were very small, likely from Nimpkish or other local watershed"
JN327,JE227,1,targeted,35,07:35:00,NA,NA,NA,NA,NA,No,0,0,0,100,0,100,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 100"
JN328,JE228,1,targeted,40,08:40:00,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,NA,SEMSP,"net set on possible smolt school, fish not caught or seen again. Otherwise no smolt activity."
JN329,JE229,2,targeted,40,10:00:00,NA,NA,NA,NA,NA,No,0,0,0,20,0,100,0,0,0,0,0,0,NA,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 20"
JE229N1,JE229,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN331,JE231,1,targeted,1,11:43:00,50.506881,-126.247378,NA,NA,NA,Yes,30,2000,1,1,2,2,0,0,0,0,NA,NA,1,SEMSP,NA
JN332,JE232,1,targeted,15,14:48:00,50.458043,-126.152637,NA,NA,NA,No,0,0,0,50,0,50,0,10,0,0,NA,NA,NA,SEMSP,NA
JN333,JE233,1,targeted,0,05:22:00,50.473969,-126.247378,NA,NA,NA,Yes,30,2000,0,0,0,0,0,0,1,1,NA,NA,1,SEMSP,NA
JN334,JE234,2,targeted,0,08:58:00,50.458043,-126.152637,NA,NA,NA,Yes,30,150,10,15,0,0,1,1,0,0,NA,NA,1,SEMSP,NA
JE234N1,JE234,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN335,JE235,3,targeted,123,12:00:00,50.526493,-126.38718,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"few small cryptic schools, unable to catch"
JE235N1,JE235,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE235N2,JE235,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN336,JE236,1,targeted,8,14:35:00,50.480359,-126.412275,NA,NA,NA,Yes,25,25,2,2,0,0,3,3,1,1,NA,NA,1,SEMSP,NA
JN337,JE237,1,targeted,0,05:06:00,50.543296,-126.816816,NA,NA,NA,Yes,30,40,10,20,9,9,5,5,1,1,NA,NA,1,SEMSP,NA
JN338,JE238,1,targeted,1,08:21:00,50.558361,-126.732241,NA,NA,NA,Yes,30,300,6,6,7,7,0,0,0,0,NA,NA,1,SEMSP,NA
JN339,JE239,2,targeted,5,10:55:00,50.54692,-126.67193,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,NA
JE239N1,JE239,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN340,JE240,1,targeted,2,12:45:00,50.601718,-126.701857,NA,NA,NA,Yes,30,500,10,15,8,8,1,1,0,0,NA,NA,1,SEMSP,NA
JN343,JE243,2,targeted,20,07:50:00,50.522967,-126.377383,NA,NA,NA,Yes,30,400,5,5,7,7,6,6,0,0,NA,NA,1,SEMSP,NA
JE243N1,JE243,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN344,JE244,1,targeted,10,11:00:00,50.495266,-126.211667,NA,NA,NA,Yes,30,400,10,500,10,100,0,0,0,0,NA,NA,1,SEMSP,NA
JN345,JE245,2,targeted,0,05:45:00,50.477037,-126.028592,NA,NA,NA,Yes,30,300,9,9,10,30,7,7,0,0,NA,NA,1,SEMSP,NA
JE245N1,JE245,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN346,JE246,1,targeted,0,07:55:00,50.4559,-126.1191,NA,NA,NA,Yes,30,70,0,0,0,0,10,16,0,0,NA,NA,1,SEMSP,NA
JN348,JE248,1,targeted,0,14:20:00,50.543432,-126.8134,NA,NA,NA,Yes,30,400,2,2,1,1,1,1,0,0,NA,NA,1,SEMSP,NA
JN349,JE249,1,targeted,8,16:40:00,50.576696,-126.721158,NA,NA,NA,Yes,30,200,10,10,10,50,1,1,0,0,NA,NA,1,SEMSP,NA
JN350,JE250,2,targeted,0,05:15:00,50.60125,-126.704457,NA,NA,NA,Yes,30,750,6,6,10,15,0,0,0,0,NA,NA,1,SEMSP,No fish on first set
JE250N1,JE250,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN351,JE251,1,targeted,0,09:10:00,50.545897,-126.668909,NA,NA,NA,Yes,30,100,0,0,1,1,10,85,0,0,NA,NA,1,SEMSP,NA
JN352,JE252,1,targeted,0,10:22:00,50.60125,-126.704457,NA,NA,NA,Yes,30,2000,10,100,10,900,4,4,7,7,NA,NA,1,SEMSP,NA
JN353,JE253,1,targeted,3,13:35:00,50.576696,-126.721158,NA,NA,NA,Yes,18,18,10,200,10,100,0,0,0,0,NA,NA,1,SEMSP,Morts due to misidentification
JN354,JE254,1,targeted,0,05:37:00,50.477038,-126.028566,NA,NA,NA,Yes,30,80,1,1,5,5,1,1,0,0,NA,NA,1,SEMSP,NA
JN355,JE255,2,targeted,18,09:49:00,50.543432,-126.8134,NA,NA,NA,Yes,30,600,5,6,10,400,6,6,1,1,NA,NA,1,SEMSP,Couldn't locate whatman paper for JS00541-JS00660
JE255N1,JE255,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN356,JE256,1,targeted,6,14:51:00,50.540979,-126.78085,NA,NA,NA,Yes,30,300,10,100,10,100,0,0,2,2,NA,NA,1,SEMSP,Mort due to missidentification
JN357,JE257,1,targeted,6,13:17:00,50.507301,-126.24325,NA,NA,NA,Yes,30,4000,1,300,10,700,0,0,0,1,NA,NA,1,SEMSP,"Rough weather, fish  not happy in net, let them go before getting all pink and the 1 herring. One sockeye mort floating on surface on arrival to site."
JN358,JE258,1,targeted,17,16:22:00,50.459012,-126.1695,NA,NA,NA,Yes,30,400,10,100,10,100,0,0,0,0,NA,NA,1,SEMSP,NA
JN359,JE259,3,targeted,0,06:13:00,50.458983,-126.169594,NA,NA,NA,Yes,30,3000,0,0,10,100,0,0,0,0,NA,NA,1,SEMSP,morts due to caught in the net when pulling in
JE259N1,JE259,1,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JE259N2,JE259,2,targeted,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA
JN360,JE260,1,targeted,1,10:14:00,50.525287,-126.390347,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,SEMSP,"no fish, stopped for weather"
JN361,JE261,1,targeted,7,13:44:00,50.543029,-126.632233,NA,NA,NA,Yes,30,700,10,100,6,100,2,2,0,0,NA,NA,1,SEMSP,there were extra chum that escaped through a hole in the net
JN362,JE262,1,targeted,1,07:22:00,50.544941,-126.816489,NA,NA,NA,Yes,29,600,10,300,10,300,1,1,1,1,NA,NA,1,SEMSP,NA
