ufn,spp,collection,date,site.id,survey.id,seine.id,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments,licing.protocol
U2853,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2854,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,lab_motiles
U2855,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U2856,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,1,0,0,NA,lab_motiles
U2857,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2858,PI,7,6/19/2015,J09,JE189,JN289,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U1335,SO,7,6/19/2015,J09,JE189,JN289,1,1,NA,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1337,SO,7,6/19/2015,J09,JE189,JN289,1,0,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1338,SO,7,6/19/2015,J09,JE189,JN289,4,1,NA,9,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U1342,SO,7,6/19/2015,J09,JE189,JN289,1,2,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1353,SO,7,6/19/2015,J09,JE189,JN289,0,0,NA,6,1,NA,2,1,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale
U1356,SO,7,6/19/2015,J09,JE189,JN289,1,2,NA,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1336,SO,7,6/19/2015,J09,JE189,JN289,0,0,NA,2,2,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U1341,SO,7,6/19/2015,J09,JE189,JN289,3,2,NA,2,1,NA,0,1,0,0,1,1,0,0,0,0,0,0,NA,lab_finescale
U1355,SO,7,6/19/2015,J09,JE189,JN289,2,1,NA,2,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U1362,SO,7,6/19/2015,J09,JE189,JN289,1,2,NA,6,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U1363,SO,7,6/19/2015,J09,JE189,JN289,1,1,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1354,SO,7,6/19/2015,J09,JE189,JN289,4,0,NA,5,4,NA,3,0,0,0,3,0,0,0,0,0,0,0,NA,lab_finescale
U2920,CU,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2924,CU,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3009,CU,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3010,CU,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3013,CU,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,NA,lab_motiles
U2514,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,1,0,0,NA,lab_motiles
U2515,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles
U2516,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,NA,lab_motiles
U2834,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,NA,lab_motiles
U2835,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,2,0,1,0,0,NA,lab_motiles
U2836,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,0,1,0,NA,lab_motiles
U2837,PI,8,6/22/2015,D09,DE214,DN314,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U874,SO,8,6/22/2015,D09,DE214,DN314,0,0,NA,2,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale
U875,SO,8,6/22/2015,D09,DE214,DN314,0,0,NA,1,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U853,SO,8,6/22/2015,D09,DE214,DN314,0,0,NA,3,1,NA,3,1,0,0,4,1,0,0,0,0,0,0,NA,lab_finescale
U872,SO,8,6/22/2015,D09,DE214,DN314,1,0,NA,9,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U873,SO,8,6/22/2015,D09,DE214,DN314,1,0,NA,0,1,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U904,SO,8,6/22/2015,D09,DE214,DN314,3,0,NA,4,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U905,SO,8,6/22/2015,D09,DE214,DN314,0,1,NA,2,2,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale
U906,SO,8,6/22/2015,D09,DE214,DN314,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U913,SO,8,6/22/2015,D09,DE214,DN314,2,1,NA,8,8,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U912,SO,8,6/22/2015,D09,DE214,DN314,2,0,NA,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U2548,CU,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3087,CU,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3088,CU,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3093,CU,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3094,CU,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2881,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,1,0,0,NA,lab_motiles
U2882,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,0,0,0,0,0,0,NA,lab_motiles
U2883,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2884,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U2885,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U2886,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U2887,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U2888,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,NA,lab_motiles
U2889,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2890,PI,9,6/23/2015,J02,JE201,JN301,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U593,SO,9,6/23/2015,J02,JE201,JN301,0,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U576,SO,9,6/23/2015,J02,JE201,JN301,1,0,NA,10,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U578,SO,9,6/23/2015,J02,JE201,JN301,1,0,NA,1,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U329,SO,9,6/23/2015,J02,JE201,JN301,1,1,NA,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U330,SO,9,6/23/2015,J02,JE201,JN301,0,1,NA,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U590,SO,9,6/23/2015,J02,JE201,JN301,2,0,NA,3,2,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U591,SO,9,6/23/2015,J02,JE201,JN301,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U621,SO,9,6/23/2015,J02,JE201,JN301,1,0,NA,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U577,SO,9,6/23/2015,J02,JE201,JN301,0,0,NA,10,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U592,SO,9,6/23/2015,J02,JE201,JN301,1,0,NA,6,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U4049,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4050,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4061,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4062,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4109,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4123,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4134,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4143,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4144,CU,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1051,CU,10,6/23/2015,J03,JE199,JN299,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale
U4925,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4926,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4927,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,lab_motiles
U4929,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4937,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U5045,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U5046,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U5047,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles
U5048,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U5049,PI,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4729,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4730,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4731,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4732,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4733,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4752,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4753,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4782,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4783,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4784,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4785,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4786,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4787,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4803,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4804,SO,10,6/23/2015,J03,JE199,JN299,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1149,SO,10,6/23/2015,J03,JE199,JN299,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1172,SO,10,6/23/2015,J03,JE199,JN299,2,0,NA,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1158,SO,10,6/23/2015,J03,JE199,JN299,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1150,SO,10,6/23/2015,J03,JE199,JN299,1,0,NA,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale
U1159,SO,10,6/23/2015,J03,JE199,JN299,0,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1166,SO,10,6/23/2015,J03,JE199,JN299,1,0,NA,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1192,SO,10,6/23/2015,J03,JE199,JN299,3,0,NA,10,8,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale
U1167,SO,10,6/23/2015,J03,JE199,JN299,0,0,NA,4,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U1329,SO,10,6/23/2015,J03,JE199,JN299,1,0,NA,6,7,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U1297,SO,10,6/23/2015,J03,JE199,JN299,2,0,NA,5,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,Cal mot missing posterior end,lab_finescale
U2660,CU,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,2,0,NA,lab_motiles
U2662,CU,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3091,CU,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3140,CU,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3146,CU,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3204,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3205,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3206,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_motiles
U3208,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3209,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,1,0,NA,lab_motiles
U3210,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3211,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3212,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,NA,lab_motiles
U3213,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,0,0,0,0,0,0,NA,lab_motiles
U3218,PI,11,6/27/2015,D09,DE221,DN321,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles
U851,SO,11,6/27/2015,D09,DE221,DN321,2,1,NA,17,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U888,SO,11,6/27/2015,D09,DE221,DN321,2,0,NA,6,2,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U893,SO,11,6/27/2015,D09,DE221,DN321,2,1,NA,1,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U895,SO,11,6/27/2015,D09,DE221,DN321,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U885,SO,11,6/27/2015,D09,DE221,DN321,3,0,NA,6,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U886,SO,11,6/27/2015,D09,DE221,DN321,3,0,NA,16,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U887,SO,11,6/27/2015,D09,DE221,DN321,2,1,NA,6,5,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U889,SO,11,6/27/2015,D09,DE221,DN321,3,4,NA,16,1,NA,1,0,0,0,1,0,0,0,1,0,0,0,NA,lab_finescale
U892,SO,11,6/27/2015,D09,DE221,DN321,0,0,NA,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U894,SO,11,6/27/2015,D09,DE221,DN321,4,1,NA,4,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U896,SO,11,6/27/2015,D09,DE221,DN321,6,0,NA,6,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U3145,CU,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3149,CU,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3152,CU,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3154,CU,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3155,CU,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U2538,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2900,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3225,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3229,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3234,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3235,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0,0,0,0,0,NA,lab_motiles
U3236,PI,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4856,SO,12,7/2/2015,D09,DE231,DN331,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1330,SO,12,7/2/2015,D09,DE231,DN331,1,0,NA,9,3,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U245,SO,12,7/2/2015,D09,DE231,DN331,1,0,NA,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U246,SO,12,7/2/2015,D09,DE231,DN331,0,1,NA,14,5,NA,3,1,0,0,4,0,0,0,0,0,0,0,NA,lab_finescale
U247,SO,12,7/2/2015,D09,DE231,DN331,0,0,NA,4,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_finescale
U248,SO,12,7/2/2015,D09,DE231,DN331,1,1,NA,24,14,NA,0,3,1,0,4,0,0,0,0,0,0,0,NA,lab_finescale
U240,SO,12,7/2/2015,D09,DE231,DN331,0,0,NA,8,7,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale
U251,SO,12,7/2/2015,D09,DE231,DN331,1,1,NA,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U253,SO,12,7/2/2015,D09,DE231,DN331,0,0,NA,1,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U223,SO,12,7/2/2015,D09,DE231,DN331,0,1,NA,7,5,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_finescale
U252,SO,12,7/2/2015,D09,DE231,DN331,2,0,NA,9,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U3135,CU,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3136,CU,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3137,CU,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3138,CU,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3139,CU,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3214,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3215,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3216,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,NA,lab_motiles
U3217,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3219,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3220,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,NA,lab_motiles
U3221,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,2,0,2,1,0,0,0,0,0,0,NA,lab_motiles
U3222,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3223,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3224,PI,12,7/7/2015,D09,DE239,DN339,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U650,SO,12,7/7/2015,D09,DE239,DN339,3,1,NA,19,14,NA,2,0,2,0,4,1,0,0,0,0,0,0,NA,lab_finescale
U663,SO,12,7/7/2015,D09,DE239,DN339,0,0,NA,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U671,SO,12,7/7/2015,D09,DE239,DN339,0,1,NA,13,13,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA,lab_finescale
U658,SO,12,7/7/2015,D09,DE239,DN339,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_finescale
U662,SO,12,7/7/2015,D09,DE239,DN339,2,0,NA,11,8,NA,0,2,0,0,2,2,0,0,0,0,0,0,NA,lab_finescale
