ufn,spp,collection,date,site.id,survey.id,seine.id,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments,licing.protocol
U3721,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3722,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3723,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3724,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3725,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3726,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3727,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3728,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3729,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3730,CU,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3843,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3844,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3845,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3846,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3847,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3848,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3883,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3884,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3890,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3891,PI,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,0,0,0,0,0,NA,lab_motiles
U1913,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1914,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1915,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1916,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1917,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1924,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1925,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1926,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1927,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1928,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles
U4221,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4335,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4336,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4337,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4338,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4339,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4340,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4341,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4342,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4363,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles
U4364,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4365,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4366,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4369,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4370,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4371,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4372,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4373,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4374,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4375,SO,13,5/15/2016,D22,DE263,DN363,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3703,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3704,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3705,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3706,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3707,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3708,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3709,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3710,CU,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3814,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles
U3815,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,0,0,0,0,0,0,NA,lab_motiles
U3816,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3817,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3818,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3852,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3853,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3854,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3855,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3856,PI,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles
U1854,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,NA,lab_motiles
U1855,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1856,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1857,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1862,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1863,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U1864,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U1865,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U1866,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2010,SO,14,5/22/2016,J02,JE240,JN340,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3663,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3664,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3665,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3666,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3667,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3668,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3669,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3670,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3671,CU,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3822,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3823,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3866,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3869,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3870,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3871,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3872,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA,lab_motiles
U3873,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3874,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3875,PI,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1688,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,1,1,0,3,0,0,0,0,0,0,0,NA,lab_motiles
U1689,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U1690,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1858,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles
U1867,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1868,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1869,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1891,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1958,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4215,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4216,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4318,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4319,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4320,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4321,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U4322,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4323,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4324,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4325,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,1,0,0,2,1,0,0,0,0,0,0,NA,lab_motiles
U4326,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4351,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,lab_motiles
U4352,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4353,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4354,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4582,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4583,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4584,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4649,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4650,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4651,SO,15,5/22/2016,J09,JE237,JN337,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2975,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2976,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,1,1,0,0,NA,lab_motiles
U2977,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3318,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3319,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,0,1,0,NA,lab_motiles
U3320,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3321,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U3322,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3323,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,lab_motiles
U3324,CU,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3440,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3441,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA,lab_motiles
U3442,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3443,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3444,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3445,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,lab_motiles
U3446,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,lab_motiles
U3447,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3448,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U3751,PI,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1953,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1995,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1996,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1997,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1998,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U1999,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2000,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2001,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U2002,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U2003,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4392,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4526,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4527,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4528,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4529,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4530,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4531,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4555,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4556,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4557,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4558,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4615,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4616,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4617,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles
U4618,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4619,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA,lab_motiles
U4620,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
U4621,SO,16,5/23/2016,D09,DE277,DN377,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles
